,Manufacturer,Category,RAM,Operating System,Operating System Version,Weight,TouchScreen,IPS,ppi,CPU Brand,HDD,SDD,GPU Brand,Price (Rupees)
906,HP,Netbook,8,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i7,0,512,Intel,131126.86000000002
907,Acer,Notebook,4,Other OS/No OS/Linux,0,2.20  ,0,1,141.21199808219862,Other Intel Processor,0,0,Intel,31742.78
908,Lenovo,Notebook,8,windows,10,2.6  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,69763.38
909,LG,Ultrabook,8,windows,10,0.98  ,1,1,157.3505121487356,Intel Core i7,0,512,Intel,167909.58000000002
910,Dell,Notebook,8,windows,10,1.6  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,106546.1
911,HP,Ultrabook,8,windows,10,1.09  ,1,0,352.4651472131677,Other Intel Processor,0,240,Intel,274102.0
912,Lenovo,Notebook,6,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,69763.38
913,HP,Notebook,8,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,90099.0958
914,Acer,Notebook,4,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,44121.58
915,Lenovo,Notebook,4,windows,10,1.44  ,0,0,165.6321180513006,Intel Core i5,0,128,Intel,77898.02
916,HP,Notebook,8,windows,10,1.49  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,84883.2
917,MSI,Gaming,16,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,141383.58000000002
918,Dell,Gaming,16,windows,10,2.6  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,119278.58
919,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,99022.4422
920,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,60566.815800000004
921,HP,Ultrabook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,114679.8558
922,HP,Ultrabook,8,windows,10,1.39  ,1,0,276.053530085501,Intel Core i7,0,256,Intel,101594.58
923,Toshiba,Notebook,16,windows,10,2.4  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,174629.5
924,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,165.6321180513006,Intel Core i5,0,512,Intel,161366.5
925,Dell,Notebook,4,windows,10,1.95  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,64537.758
926,Lenovo,Ultrabook,8,windows,10,1.36  ,0,1,176.23257360658386,Intel Core i7,0,256,Intel,145893.0
927,HP,Notebook,8,windows,10,2.31  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,103009.3
928,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,62606.665199999996
929,HP,Notebook,4,windows,10,1.95  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,101594.58
930,Lenovo,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,27321.78
931,HP,Ultrabook,4,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i5,500,0,Intel,139615.18
932,HP,Notebook,4,Other OS/No OS/Linux,0,1.86  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,25544.537999999997
933,Lenovo,2 in 1 Convertible,16,windows,10,1.3  ,1,1,276.053530085501,Intel Core i7,0,1000,Intel,159067.58000000002
934,Toshiba,Notebook,4,windows,10,1.47  ,0,1,157.3505121487356,Intel Core i5,0,128,Intel,97704.1
935,HP,Netbook,8,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i5,0,256,Intel,147572.98
936,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,49391.412000000004
937,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,106015.58
938,Dell,Ultrabook,8,windows,10,1.36  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,144920.38
939,Dell,Gaming,16,windows,10,4.36  ,0,0,169.78089942830815,Intel Core i7,1000,512,Nvidia,243862.36000000002
940,HP,Gaming,8,windows,10,2.75  ,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,123699.58
941,Asus,Notebook,4,windows,10,2.8  ,0,0,106.11306214269258,Other Intel Processor,1000,0,Nvidia,46862.6
942,Acer,Notebook,4,windows,10,2.23  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,54731.98
943,Toshiba,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i5,0,256,Intel,98941.98
944,Lenovo,2 in 1 Convertible,8,windows,10,1.1  ,1,1,194.94753717542463,Other Intel Processor,0,256,Intel,114857.58
945,Lenovo,Gaming,16,windows,10,2.5  ,0,1,141.21199808219862,AMD Processor,1000,512,AMD,88331.58
946,Dell,Ultrabook,8,windows,10,1.36  ,1,0,176.23257360658386,Intel Core i5,0,256,Intel,130171.92400000001
947,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,60567.700000000004
948,Dell,Notebook,4,windows,10,2.36  ,0,0,106.11306214269258,Intel Core i3,1000,0,AMD,58268.78
949,Acer,Notebook,4,Other OS/No OS/Linux,0,1.68  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,30858.58
950,HP,Workstation,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i7,0,8,Nvidia,198856.58000000002
951,Dell,Ultrabook,8,windows,10,1.36  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,156945.5
952,Toshiba,Notebook,8,windows,7,1.2  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,129093.2
953,Asus,2 in 1 Convertible,8,Other OS/No OS/Linux,0,1.2  ,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,102478.78
954,Lenovo,Ultrabook,8,windows,10,1.7  ,0,1,157.3505121487356,Intel Core i7,0,256,Intel,131656.4958
955,Dell,Gaming,16,windows,10,4.36  ,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,278876.68
956,Dell,2 in 1 Convertible,8,windows,10,1.24  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,167909.58000000002
957,HP,2 in 1 Convertible,4,windows,10,1.45  ,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,68525.5
958,Dell,Ultrabook,8,windows,10,1.3  ,0,0,276.053530085501,Intel Core i7,0,256,Intel,112116.56
959,Acer,2 in 1 Convertible,4,Other OS/No OS/Linux,0,1.25  ,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,34395.38
960,Toshiba,Notebook,8,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,135724.7
961,Lenovo,Ultrabook,8,windows,10,1.36  ,0,1,176.23257360658386,Intel Core i5,0,256,Intel,155619.2
962,Acer,Notebook,12,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,89215.78
963,Toshiba,Ultrabook,8,windows,10,1.1  ,1,0,176.23257360658386,Intel Core i7,0,512,Intel,158271.80000000002
964,HP,Notebook,8,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,74847.53
965,Dell,Notebook,4,Other OS/No OS/Linux,0,2.25  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,41170.1204
966,Dell,Notebook,4,windows,10,1.9  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,72946.5
967,HP,Notebook,4,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i3,500,0,Intel,60567.700000000004
968,Dell,Gaming,32,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,278434.58
969,Lenovo,Notebook,6,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,61451.9
970,Dell,2 in 1 Convertible,16,windows,10,1.22  ,1,0,276.053530085501,Intel Core i7,0,512,Intel,167909.58000000002
971,Dell,Ultrabook,8,windows,10,1.5  ,1,0,209.8006828649808,Intel Core i7,0,256,Intel,173566.6916
972,Dell,Gaming,32,windows,10,4.42  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,247576.0
973,Toshiba,Notebook,8,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,104335.6
974,Asus,Gaming,16,windows,10,2.73  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,181252.15800000002
975,HP,Notebook,8,windows,10,2.04  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,86563.18000000001
976,Lenovo,Notebook,4,windows,7,1.70  ,0,0,111.93520355955211,Intel Core i5,0,0,Intel,88596.84
977,Asus,2 in 1 Convertible,16,windows,10,2.3  ,1,0,282.42399616439724,Intel Core i7,2000,512,Nvidia,159067.58000000002
978,HP,Notebook,6,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,51195.18
979,Asus,Gaming,16,windows,10,2.99  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,154646.58000000002
980,Dell,2 in 1 Convertible,12,windows,10,2.19  ,1,1,141.21199808219862,Intel Core i7,0,512,Intel,114857.58
981,Toshiba,Notebook,4,windows,7,1.2  ,0,0,165.6321180513006,Intel Core i5,0,128,Intel,105661.90000000001
982,Lenovo,Notebook,6,windows,10,2.2  ,0,0,141.21199808219862,AMD Processor,0,256,AMD,48542.58
983,Fujitsu,Notebook,4,windows,10,2.3  ,0,0,100.45466986113651,Intel Core i5,0,256,Intel,57384.58
984,Toshiba,Notebook,4,windows,10,1.75  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,80904.3
985,Dell,Notebook,4,windows,10,2.25  ,0,0,100.45466986113651,Intel Core i5,500,0,AMD,52963.58
986,HP,Notebook,8,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,71266.52
987,Lenovo,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,105131.38
988,Dell,Notebook,8,windows,10,2.36  ,0,0,100.45466986113651,Intel Core i7,1000,0,AMD,66226.58
989,Dell,Notebook,8,windows,10,1.6  ,0,0,157.3505121487356,Intel Core i5,0,128,Intel,98941.98
990,HP,Netbook,8,windows,10,0.97  ,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,168705.36000000002
991,HP,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,44121.58
992,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.9  ,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,23928.220400000002
993,Lenovo,Notebook,8,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,119278.58
994,Dell,2 in 1 Convertible,8,windows,10,1.68  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,78605.38
995,Asus,Notebook,8,windows,10,1.4  ,0,0,276.053530085501,Intel Core i5,0,256,Intel,101683.0
996,HP,Ultrabook,8,windows,10,1.11  ,1,1,165.6321180513006,Intel Core i7,0,256,Intel,119278.58
997,Acer,Notebook,4,windows,10,2.4  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,33599.6
998,Asus,Gaming,16,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,159067.58000000002
999,HP,Ultrabook,8,windows,10,1.48  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,184709.38
1000,Acer,Gaming,8,windows,10,2.7  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,111409.2
1001,HP,Notebook,8,windows,10,1.34  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,105131.38
1002,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,48365.74
1003,HP,Notebook,4,windows,10,1.64  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,68879.18000000001
1004,Toshiba,Notebook,4,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i5,0,128,Intel,105661.90000000001
1005,HP,Notebook,4,windows,10,1.48  ,0,0,111.93520355955211,Intel Core i5,0,256,Intel,97261.1158
1006,HP,Notebook,4,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,106546.1
1007,HP,Ultrabook,8,windows,7,1.43  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,128120.58
1008,HP,Notebook,8,windows,10,1.64  ,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,92775.5692
1009,HP,Notebook,4,windows,10,1.64  ,0,0,111.93520355955211,Intel Core i3,500,0,Intel,60479.28
1010,Dell,Gaming,8,windows,10,2.65  ,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia,83910.58
1011,HP,Ultrabook,4,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i5,500,0,Intel,136078.38
1012,HP,Notebook,4,windows,10,1.48  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,140587.8
1013,HP,Ultrabook,8,windows,10,1.54  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,166867.10820000002
1014,HP,Notebook,4,windows,10,1.49  ,0,0,117.82653006268643,Intel Core i3,500,0,Intel,70736.0
1015,Toshiba,Notebook,8,windows,10,1.5  ,0,0,117.82653006268643,Intel Core i5,0,256,Intel,106988.2
1016,HP,Notebook,4,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i3,0,256,Intel,68082.51580000001
1017,Lenovo,Notebook,16,windows,7,2.4  ,0,1,254.67134914246222,Intel Core i7,0,512,Nvidia,262430.56
1018,Toshiba,Notebook,8,windows,10,1.47  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,131745.8
1019,HP,Notebook,8,windows,10,1.43  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,197088.18
1020,Dell,2 in 1 Convertible,4,windows,10,2.08  ,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,70381.4358
1021,Toshiba,Ultrabook,8,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,140587.8
1022,HP,Notebook,8,windows,10,1.11  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,101594.58
1023,HP,Notebook,8,windows,10,1.64  ,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,104815.7206
1024,Dell,Notebook,8,windows,10,2.09  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,92526.22480000001
1025,HP,Ultrabook,4,windows,10,1.26  ,0,0,125.36742798669837,Intel Core i5,0,256,Intel,137846.78
1026,HP,Notebook,4,windows,10,2.31  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,105131.38
1027,HP,Notebook,4,windows,10,1.95  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,93725.2
1028,Dell,Ultrabook,8,windows,10,1.29  ,1,0,276.053530085501,Intel Core i5,0,256,Intel,143594.08000000002
1029,HP,Notebook,8,windows,10,2.63  ,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,95493.6
1030,HP,Notebook,4,windows,10,1.64  ,0,0,111.93520355955211,Intel Core i5,0,256,Intel,86032.66
1031,Acer,Notebook,6,windows,10,2.1  ,0,0,100.45466986113651,AMD Processor,1000,0,AMD,36163.78
1032,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,105378.95599999999
1033,HP,Notebook,8,windows,7,1.95  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,105661.90000000001
1034,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,108667.2958
1035,HP,Ultrabook,8,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i7,0,256,Intel,119278.58
1036,HP,Notebook,4,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,65607.64
1037,Toshiba,Ultrabook,8,windows,10,1.47  ,0,1,157.3505121487356,Intel Core i7,0,256,Intel,152524.5
1038,Dell,Notebook,8,windows,7,2.09  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,93986.039
1039,HP,Notebook,8,windows,10,1.64  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,89349.2942
1040,Lenovo,2 in 1 Convertible,4,windows,10,1.8  ,1,1,141.21199808219862,Intel Core i7,0,256,Intel,74891.74
1041,Vero,Notebook,2,windows,10,1.45  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,18638.936
1042,Toshiba,Notebook,16,windows,10,2.4  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,125998.5
1043,Lenovo,Notebook,8,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,92805.632
1044,HP,Notebook,4,windows,10,1.54  ,0,0,157.3505121487356,Intel Core i5,500,0,Intel,88420.0
1045,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i5,500,256,Intel,185977.32280000002
1046,HP,Notebook,8,windows,7,1.43  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,129888.98
1047,MSI,Gaming,16,windows,10,3.78  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,136665.48880000002
1048,Lenovo,Gaming,16,windows,10,4.6  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,202480.9158
1049,Asus,Netbook,4,Other OS/No OS/Linux,0,1.2  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,25456.118
1050,Lenovo,Notebook,16,windows,7,1.1  ,0,1,209.8006828649808,Intel Core i7,0,256,Intel,231660.4
1051,HP,Notebook,8,windows,10,1.91  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,86563.18000000001
1052,Dell,2 in 1 Convertible,8,windows,10,2.3  ,1,1,141.21199808219862,Intel Core i5,0,256,Intel,96731.48
1053,HP,Notebook,4,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i5,0,256,Intel,86563.18000000001
1054,Dell,Ultrabook,16,windows,10,1.2  ,1,0,276.053530085501,Intel Core i7,0,1000,Intel,199298.68
1055,HP,Notebook,4,windows,10,2.31  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,62349.363
1056,HP,Notebook,4,Other OS/No OS/Linux,0,1.96  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,44121.58
1057,Acer,Notebook,8,windows,10,2.4  ,0,0,100.45466986113651,AMD Processor,1000,0,AMD,39700.58
1058,Dell,2 in 1 Convertible,12,windows,10,1.6  ,1,1,165.6321180513006,Intel Core i7,0,256,Intel,114857.58
1059,MSI,Gaming,16,windows,10,2.94  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,160835.98
1060,HP,Notebook,8,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,94609.40000000001
1061,Asus,Gaming,16,Other OS/No OS/Linux,0,4   ,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,88243.16
1062,Dell,Notebook,4,windows,10,2.25  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,49426.78
1063,Dell,Notebook,16,windows,10,2.32  ,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,87534.9158
1064,MSI,Gaming,16,windows,10,1.8  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,170562.18
1065,Dell,Ultrabook,8,windows,10,1.29  ,0,0,165.6321180513006,Intel Core i7,0,256,Intel,128916.36
1066,Asus,Gaming,64,windows,10,3.58  ,0,1,127.33567457123111,Intel Core i7,0,1000,Nvidia,351469.5
1067,Dell,2 in 1 Convertible,8,windows,10,1.62  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,70560.0442
1068,Dell,Gaming,16,windows,10,3.21  ,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,117510.18000000001
1069,Apple,Ultrabook,8,mac,0,0.920  ,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,114946.0
1070,Dell,Notebook,4,windows,10,2.06  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,42616.6716
1071,HP,Notebook,4,windows,10,2.31  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,106015.58
1072,HP,Ultrabook,8,windows,7,1.26  ,0,0,176.23257360658386,Intel Core i5,0,256,Intel,106015.58
1073,HP,Notebook,8,windows,10,1.49  ,0,0,165.6321180513006,Intel Core i7,0,256,Intel,96377.8
1074,Lenovo,Ultrabook,8,windows,10,1.3  ,1,1,176.23257360658386,Intel Core i7,0,256,Intel,151506.7858
1075,Lenovo,Notebook,8,windows,10,3.0  ,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,58268.78
1076,Lenovo,Notebook,4,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,86386.34
1077,MSI,Gaming,16,windows,10,3.78  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,220961.58000000002
1078,Lenovo,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,47746.8
1079,HP,Notebook,4,windows,7,2.31  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,83114.8
1080,Lenovo,Ultrabook,8,windows,10,0.99  ,1,1,234.9767648087785,Other Intel Processor,0,512,Intel,123699.58
1081,Lenovo,Gaming,32,windows,10,4.6  ,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,286480.8
1082,Lenovo,2 in 1 Convertible,4,windows,10,0.69  ,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,57143.1934
1083,HP,Ultrabook,16,windows,10,1.3  ,0,1,331.2642361026012,Intel Core i7,0,512,Intel,181172.58000000002
1084,Dell,Notebook,8,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,66315.0
1085,HP,Notebook,4,windows,7,1.54  ,0,0,157.3505121487356,Intel Core i5,500,0,Intel,91160.1358
1086,HP,Workstation,8,windows,7,1.9  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,132187.9
1087,Lenovo,Notebook,8,windows,7,1.7  ,0,0,157.3505121487356,Intel Core i5,0,1,Intel,106015.58
1088,HP,Notebook,4,Other OS/No OS/Linux,0,1.29  ,0,0,276.053530085501,Other Intel Processor,0,0,Intel,54378.3
1089,Acer,Notebook,4,windows,10,2.4  ,0,0,100.45466986113651,AMD Processor,500,0,AMD,34218.54
1090,Dell,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,34792.385800000004
1091,HP,Notebook,4,Other OS/No OS/Linux,0,1.86  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,30592.435800000003
1092,Asus,Gaming,8,windows,10,2.7  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,141383.58000000002
1093,Dell,Ultrabook,4,windows,10,1.4  ,0,1,165.6321180513006,Intel Core i5,0,256,AMD,72358.507
1094,HP,Netbook,4,windows,7,2.4  ,0,0,125.36742798669837,Intel Core i5,0,128,Intel,141383.58000000002
1095,Acer,Notebook,8,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,70647.58
1096,Dell,Notebook,8,windows,10,2.36  ,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,56482.695999999996
1097,MSI,Gaming,8,windows,10,2.6  ,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,141383.58000000002
1098,HP,Notebook,4,windows,10,1.96  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,44210.0
1099,Asus,Gaming,16,windows,10,4.3  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,203277.58000000002
1100,Dell,Ultrabook,4,windows,7,1.5  ,0,0,125.36742798669837,Intel Core i3,500,0,Intel,100369.963
1101,Dell,Ultrabook,4,windows,7,1.5  ,0,0,125.36742798669837,Intel Core i3,0,128,Intel,103183.4874
1102,Acer,Notebook,4,Other OS/No OS/Linux,0,2.20  ,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,18479.78
1103,HP,Workstation,8,windows,7,3.0  ,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,256329.58000000002
1104,Lenovo,Gaming,16,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,106015.58
1105,Dell,Ultrabook,8,windows,7,1.5  ,0,0,125.36742798669837,Intel Core i5,0,256,Intel,124946.302
1106,MSI,Gaming,8,windows,10,2.9  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,133619.4198
1107,Lenovo,2 in 1 Convertible,4,windows,10,2.1  ,1,1,141.21199808219862,Intel Core i5,0,256,Intel,76660.14
1108,HP,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,AMD Processor,1000,0,AMD,35191.16
1109,Asus,Gaming,16,windows,10,2.59  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,118394.38
1110,HP,Notebook,8,windows,10,1.16  ,1,0,276.053530085501,Other Intel Processor,0,256,Intel,150225.58000000002
1111,Dell,Notebook,4,windows,7,2.24  ,0,0,100.45466986113651,Intel Core i5,500,0,AMD,68008.243
1112,Lenovo,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,37932.18
1113,HP,Ultrabook,8,windows,10,1.16  ,0,0,165.6321180513006,Intel Core i7,0,512,Intel,174098.98
1114,Lenovo,2 in 1 Convertible,4,Other OS/No OS/Linux,0,0.69  ,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,48542.58
1115,Dell,Ultrabook,8,windows,10,1.23  ,0,0,165.6321180513006,Intel Core i7,0,256,Intel,121931.18000000001
1116,Lenovo,Gaming,16,windows,10,4.6  ,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,243154.1158
1117,Razer,Ultrabook,8,windows,10,1.25  ,1,0,352.4651472131677,Intel Core i7,0,256,Intel,90984.18000000001
1118,Toshiba,Ultrabook,16,windows,10,1.05  ,0,0,165.6321180513006,Intel Core i7,0,512,Intel,196822.92
1119,Asus,Gaming,8,windows,10,3.52  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,116050.3658
1120,Vero,Notebook,4,windows,10,1.35  ,0,0,165.6321180513006,Other Intel Processor,0,0,Intel,17330.32
1121,HP,Notebook,8,windows,10,1.16  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,149429.8
1122,HP,Notebook,8,windows,7,1.43  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,133779.46
1123,Dell,Notebook,4,Other OS/No OS/Linux,0,2.09  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,46299.3646
1124,Asus,Notebook,4,windows,10,2  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,38462.700000000004
1125,Lenovo,2 in 1 Convertible,8,windows,10,1.8  ,1,1,157.3505121487356,Intel Core i7,0,256,Intel,147572.98
1126,Lenovo,2 in 1 Convertible,4,windows,10,0.69  ,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,42353.18
1127,HP,Ultrabook,8,windows,7,1.26  ,0,0,125.36742798669837,Intel Core i5,0,256,Intel,167555.9
1128,Lenovo,Gaming,8,Other OS/No OS/Linux,0,2.4  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,87447.38
1129,HP,Gaming,8,windows,10,3.35  ,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,99826.18000000001
1130,HP,Notebook,8,windows,10,2.04  ,0,0,100.45466986113651,Intel Core i7,2000,0,Intel,55616.18
1131,Lenovo,2 in 1 Convertible,8,windows,7,1.8  ,1,1,157.3505121487356,Intel Core i7,0,512,Nvidia,181294.59960000002
1132,Asus,Notebook,4,windows,10,1.5  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,24580.760000000002
